Rotation,ABMI Site,Year,Field Date,Field Crew Member(s),Identification Date,Identification Analyst,Point Count Station,Wind Conditions,Precipitation,Start of Point Count  (24 hour clock),End of Point Count (24-hr clock),Common Name,Scientific Name,Taxonomic Resolution,Unique Taxonomic Identification Number,Time First Detected (seconds),Interval 1 (0-200 seconds),Interval 2 (201-400 seconds),Interval 3 (401-600 seconds),Behaviour,Tally,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,8,3,None,9:11,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,40,1,0,0,Singing,VNA,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,8,3,None,9:11,DNC,Orange-crowned Warbler,Vermivora celata,Species,178856,10,1,0,0,Singing,VNA,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,8,3,None,9:11,DNC,Chipping Sparrow,Spizella passerina,Species,179435,0,1,1,1,Singing,VNA,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,9,2,None,9:43,DNC,Chipping Sparrow,Spizella passerina,Species,179435,0,1,1,1,Singing,VNA,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,9,2,None,9:43,DNC,Blackpoll Warbler,Dendroica striata,Species,178913,10,1,1,1,Singing,VNA,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,9,2,None,9:43,DNC,Chipping Sparrow,Spizella passerina,Species,179435,550,0,0,1,Singing,VNA,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,9,2,None,9:43,DNC,Orange-crowned Warbler,Vermivora celata,Species,178856,190,1,1,1,Singing,VNA,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,9,2,None,9:43,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Singing,VNA,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,9,2,None,9:43,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,0,Singing,VNA,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,9,2,None,9:43,DNC,Common Raven,Corvus corax,Species,179725,80,1,0,1,Calling,VNA,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,9,2,None,9:43,DNC,Least Flycatcher,Empidonax minimus,Species,178344,30,1,1,1,Singing,VNA,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,9,2,None,9:43,DNC,Least Flycatcher,Empidonax minimus,Species,178344,110,1,0,1,Singing,VNA,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,9,2,None,9:43,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,280,0,1,1,Singing,VNA,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,9,2,None,9:43,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,20,1,1,1,Singing,VNA,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,9,2,None,9:43,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,50,1,1,1,Singing,VNA,
Rotation 1,484,2007,06-Jun-07,ABL,1-Nov-07,TH,9,2,None,9:43,DNC,Hermit Thrush,Catharus guttatus,Species,179779,400,0,0,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,1,0,None,5:47,DNC,Hermit Thrush,Catharus guttatus,Species,179779,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,1,0,None,5:47,DNC,Hermit Thrush,Catharus guttatus,Species,179779,40,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,1,0,None,5:47,DNC,Rose-breasted Grosbeak,Pheucticus ludovicianus,Species,179139,10,1,0,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,1,0,None,5:47,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,1,0,None,5:47,DNC,Ruby-crowned Kinglet,Regulus calendula,Species,179870,120,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,1,0,None,5:47,DNC,Ruby-crowned Kinglet,Regulus calendula,Species,179870,100,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,1,0,None,5:47,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,1,0,None,5:47,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,90,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,1,0,None,5:47,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,1,0,None,5:47,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,10,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,1,0,None,5:47,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,230,0,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,2,0,None,6:14,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,2,0,None,6:14,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,90,1,1,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,2,0,None,6:14,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,40,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,2,0,None,6:14,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,20,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,2,0,None,6:14,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,0,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,2,0,None,6:14,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,250,0,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,2,0,None,6:14,DNC,Chipping Sparrow,Spizella passerina,Species,179435,480,0,0,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,2,0,None,6:14,DNC,Western Tanager,Piranga ludoviciana,Species,179882,200,0,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,2,0,None,6:14,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,80,1,0,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,2,0,None,6:14,DNC,Gray Jay,Perisoreus canadensis,Species,179667,50,1,1,1,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,2,0,None,6:14,DNC,Hermit Thrush,Catharus guttatus,Species,179779,10,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,2,0,None,6:14,DNC,Hermit Thrush,Catharus guttatus,Species,179779,20,1,0,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,2,0,None,6:14,DNC,Rose-breasted Grosbeak,Pheucticus ludovicianus,Species,179139,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,3,0,None,6:46,DNC,Rose-breasted Grosbeak,Pheucticus ludovicianus,Species,179139,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,3,0,None,6:46,DNC,Western Tanager,Piranga ludoviciana,Species,179882,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,3,0,None,6:46,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,250,0,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,3,0,None,6:46,DNC,Boreal Chickadee,Poecile hudsonica,Species,726112,480,0,0,1,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,3,0,None,6:46,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,0,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,3,0,None,6:46,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,50,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,3,0,None,6:46,DNC,Pileated Woodpecker,Dryocopus pileatus,Species,178166,190,1,0,0,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,3,0,None,6:46,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,3,0,None,6:46,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,10,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,10,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,Chipping Sparrow,Spizella passerina,Species,179435,200,1,0,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,Cape May Warbler,Dendroica tigrina,Species,178887,50,1,0,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,Common Snipe,Gallinago gallinago,Species,176700,430,0,0,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,Red Squirrel,Tamiasciurus hudsonicus,Species,180166,160,1,0,1,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,Red Squirrel,Tamiasciurus hudsonicus,Species,180166,130,1,1,1,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,Ruby-crowned Kinglet,Regulus calendula,Species,179870,0,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,Ruby-crowned Kinglet,Regulus calendula,Species,179870,0,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,Ruby-crowned Kinglet,Regulus calendula,Species,179870,40,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,190,1,1,1,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,Western Tanager,Piranga ludoviciana,Species,179882,220,0,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,210,0,1,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,280,0,1,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,Gray Jay,Perisoreus canadensis,Species,179667,120,1,1,1,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,4,0,None,7:18,DNC,Hermit Thrush,Catharus guttatus,Species,179779,30,1,1,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,5,0,None,7:49,DNC,Hairy Woodpecker,Picoides villosus,Species,178262,470,0,0,1,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,5,0,None,7:49,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,20,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,5,0,None,7:49,DNC,Ruby-crowned Kinglet,Regulus calendula,Species,179870,260,0,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,5,0,None,7:49,DNC,Ruby-crowned Kinglet,Regulus calendula,Species,179870,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,5,0,None,7:49,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,100,1,0,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,5,0,None,7:49,DNC,Red Squirrel,Tamiasciurus hudsonicus,Species,180166,410,0,0,1,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,5,0,None,7:49,DNC,Chipping Sparrow,Spizella passerina,Species,179435,260,0,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,5,0,None,7:49,DNC,Chipping Sparrow,Spizella passerina,Species,179435,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,5,0,None,7:49,DNC,Cape May Warbler,Dendroica tigrina,Species,178887,20,1,1,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,5,0,None,7:49,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,480,0,0,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,5,0,None,7:49,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,480,0,0,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,5,0,None,7:49,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,50,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,5,0,None,7:49,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,120,1,0,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,6,0,None,8:24,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,20,1,1,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,6,0,None,8:24,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,6,0,None,8:24,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,6,0,None,8:24,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,60,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,6,0,None,8:24,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,30,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,6,0,None,8:24,DNC,American Crow,Corvus brachyrhynchos,Species,179731,40,1,0,0,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,6,0,None,8:24,DNC,Chipping Sparrow,Spizella passerina,Species,179435,110,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,6,0,None,8:24,DNC,Chipping Sparrow,Spizella passerina,Species,179435,270,0,1,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,6,0,None,8:24,DNC,Black And White Warbler,Mniotilta varia,Species,178844,100,1,1,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,6,0,None,8:24,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,200,0,1,1,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,6,0,None,8:24,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,6,0,None,8:24,DNC,Northern Waterthrush,Seiurus noveboracensis,Species,178931,20,1,0,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,6,0,None,8:24,DNC,Gray Jay,Perisoreus canadensis,Species,179667,280,0,1,0,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,6,0,None,8:24,DNC,Hermit Thrush,Catharus guttatus,Species,179779,170,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,6,0,None,8:24,DNC,Hermit Thrush,Catharus guttatus,Species,179779,230,0,1,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,Rose-breasted Grosbeak,Pheucticus ludovicianus,Species,179139,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,Northern Waterthrush,Seiurus noveboracensis,Species,178931,10,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,Bufflehead,Bucephala albeola,Species,175145,590,0,0,1,Observed,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,0,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,20,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,60,1,1,0,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,180,1,1,0,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,Red Squirrel,Tamiasciurus hudsonicus,Species,180166,80,1,1,0,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,Mallard,Anas platyrhynchos,Species,175063,590,0,0,0,Observed,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,40,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,10,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,Common Raven,Corvus corax,Species,179725,530,0,0,1,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,360,0,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,7,2,None,9:10,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,470,0,0,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,8,1,None,9:52,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,0,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,8,1,None,9:52,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,0,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,8,1,None,9:52,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,10,1,1,0,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,8,1,None,9:52,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,8,1,None,9:52,DNC,Barred Owl,Strix varia,Species,177921,540,0,0,1,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,8,1,None,9:52,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,180,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,8,1,None,9:52,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,190,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,8,1,None,9:52,DNC,Canada Warbler,Wilsonia canadensis,Species,178977,20,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,8,1,None,9:52,DNC,Least Flycatcher,Empidonax minimus,Species,178344,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,8,1,None,9:52,DNC,Least Flycatcher,Empidonax minimus,Species,178344,90,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,8,1,None,9:52,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,560,0,0,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,8,1,None,9:52,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,100,1,1,1,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,8,1,None,9:52,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,20,1,0,0,Counter-singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,8,1,None,9:52,DNC,Western Tanager,Piranga ludoviciana,Species,179882,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,8,1,None,9:52,DNC,Rose-breasted Grosbeak,Pheucticus ludovicianus,Species,179139,240,0,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Gray Jay,Perisoreus canadensis,Species,179667,440,0,0,1,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Hermit Thrush,Catharus guttatus,Species,179779,230,0,1,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Hermit Thrush,Catharus guttatus,Species,179779,280,0,1,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,White-throated Sparrow,Zonotrichia albicollis,Species,179462,100,1,0,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Western Tanager,Piranga ludoviciana,Species,179882,10,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,560,0,0,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Swainson'S Thrush,Catharus ustulatus,Species,179788,310,0,1,1,Calling,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Yellow-rumped Warbler,Dendroica coronata,Species,178891,20,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Chipping Sparrow,Spizella passerina,Species,179435,10,1,1,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Ruffed Grouse,Bonasa umbellus,Species,175790,80,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Tennessee Warbler,Vermivora peregrina,Species,178855,30,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Magnolia Warbler,Dendroica magnolia,Species,178886,0,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,30,1,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Ovenbird,Seiurus aurocapilla,Species,726205,380,0,1,1,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,0,1,1,0,Singing,VNA,
Rotation 1,512,2007,02-Jun-07,AST/ENO,1-Nov-07,TH,9,2,None,10:22,DNC,Red-eyed Vireo,Vireo olivaceus,Species,179021,360,0,1,0,Singing,VNA,
Rotation 1,513,2007,17-Jun-07,CT/GB2,VNA,VNA,1,DNC,DNC,9:30,9:40,Common Tern,Sterna hirundo,Species,176888,VNA,VNA,VNA,VNA,Observed,1,
Rotation 1,513,2007,17-Jun-07,CT/GB2,VNA,VNA,1,DNC,DNC,9:30,9:40,California Gull,Larus californicus,Species,176829,VNA,VNA,VNA,VNA,Observed,1,
